reporting_period,project_number,legacy_project_number,street_address,city,county,state,zip_code,incorporated_municipality,municipality_type,census_tract,nys_disadvantaged_community_status,climate_and_economic_justice_screening_tool_status,sector,program_type,solicitation,electric_utility,purchase_type,date_application_received,date_install,project_status,contractor,minority_or_women_owned_business_enterprise_mwbe,inverter_manufacturer,primary_inverter_model_number,inverter_quantity,pv_module_manufacturer,pv_module_model_number,pv_module_quantity,project_cost,total_nyserda_incentive,affordable_solar_residential_adder,affordable_multifamily_housing_incentive,community_adder,inclusive_community_solar_adder,expanded_solar_for_all_adder,brownfield_landfill_adder,canopy_adder,prevailing_wage_adder,totalnameplatekwdc,expected_kwh_annual_production,remote_net_metering,community_distributed_generation,green_jobs_green_new_york_participant,latitude,longitude,georeference
2023-11-30T00:00:00Z,629245,NA,1258 Loring Ave,Brooklyn,Kings,NY,11208,New York,City,36047121400,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2023-08-17T00:00:00Z,NA,Pipeline,Accord Power Inc,Yes,SolarEdge Technologies Ltd.,SE14.4KUS [208V],2,LG Electronics Inc.,LG395Q1C-A6,96,102384,37920,0,30336,0,0,0,0,0,0,37.92,43195,NA,Yes,No,40.66689949,-73.86525699,POINT (-73.86525699 40.66689949)
2023-11-30T00:00:00Z,587814,NA,408 W 130 St,New York,New York,NY,10027,New York,City,36061021303,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2023-06-13T00:00:00Z,NA,Pipeline,Urban Energy Inc.,No,"Yotta Energy, Inc",DPI-208 [208V],28,YOTTA ENERGY INC,YSM-B540-10-72-1,109,182466,82404,0,0,11772,0,0,0,0,0,58.86,67861,NA,Yes,No,40.81436857,-73.95154666,POINT (-73.95154666 40.81436857)
2023-11-30T00:00:00Z,614650,NA,760 Bryant Ave,Bronx,Bronx,NY,10474,New York,City,36005011700,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2023-11-28T00:00:00Z,NA,Pipeline,Accord Power Inc,Yes,SolarEdge Technologies Ltd.,SE14.4KUS [208V],2,Hanwha Q CELLS,Q.PEAK DUO BLK-G10+ 365,89,86508,32485,0,25988,0,0,0,0,0,0,32.49,36216,NA,Yes,No,40.81633359,-73.88587566,POINT (-73.88587566 40.81633359)
2023-11-30T00:00:00Z,625634,NA,11 Berkeley Pl,Brooklyn,Kings,NY,11217,New York,City,36047013100,Outside a NYS DAC,Outside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2023-08-07T00:00:00Z,NA,Pipeline,SOLANTA CORP,No,Altenergy Power System Inc.,DS3-L [240V],13,YOTTA ENERGY INC,YSM-B450-06-72-1,25,50250,15750,0,0,2250,0,0,0,2250,0,11.25,13604,NA,Yes,No,40.67697524,-73.97953203,POINT (-73.97953203 40.67697524)
2023-11-30T00:00:00Z,572807,NA,694 E 141 St,Bronx,Bronx,NY,10454,New York,City,36005002702,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2023-05-19T00:00:00Z,NA,Pipeline,Urban Energy Inc.,No,"Yotta Energy, Inc",DPI-208 [208V],14,YOTTA ENERGY INC,YSM-B540-10-72-1,54,98560.8,40824,0,0,5832,0,0,0,0,0,29.16,29813,NA,Yes,No,40.80713581,-73.91261191,POINT (-73.91261191 40.80713581)
2023-11-30T00:00:00Z,572960,NA,683 140th St,Bronx,Bronx,NY,10454,New York,City,36005002702,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2023-05-18T00:00:00Z,NA,Pipeline,Urban Energy Inc.,No,"Yotta Energy, Inc",DPI-208 [208V],25,YOTTA ENERGY INC,YSM-B540-10-72-1,100,182520,75600,0,0,10800,0,0,0,0,0,54,55431,NA,Yes,No,40.80672626,-73.91309407,POINT (-73.91309407 40.80672626)
2023-11-30T00:00:00Z,572976,NA,690 E 138 St,Bronx,Bronx,NY,10454,New York,City,36005002702,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2023-05-17T00:00:00Z,NA,Pipeline,Urban Energy Inc.,No,"Yotta Energy, Inc",DPI-208 [208V],9,YOTTA ENERGY INC,YSM-B540-10-72-1,35,63882,26460,0,0,3780,0,0,0,0,0,18.9,18909,NA,Yes,No,40.80505833,-73.91371324,POINT (-73.91371324 40.80505833)
2023-11-30T00:00:00Z,614197,NA,33-30 Prince St,Flushing,Queens,NY,11354,New York,City,36081086900,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2023-07-11T00:00:00Z,NA,Pipeline,Accord Power Inc,Yes,SolarEdge Technologies Ltd.,SE50KUS [208V],4,"LONGi Green Energy Technology Co., Ltd.",LR4-72HBD-445M,514,972103,274476,0,0,45746,0,0,0,0,0,228.73,280878,NA,Yes,No,40.76569708,-73.83346526,POINT (-73.83346526 40.76569708)
2023-11-30T00:00:00Z,629174,NA,1257 Loring Ave,Brooklyn,Kings,NY,11208,New York,City,36047121400,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2023-08-15T00:00:00Z,NA,Pipeline,Accord Power Inc,Yes,SolarEdge Technologies Ltd.,SE17.3KUS [208V],2,LG Electronics Inc.,LG395Q1C-A6,114,121581,45030,0,36024,0,0,0,0,0,0,45.03,51294,NA,Yes,No,40.66781329,-73.86555432,POINT (-73.86555432 40.66781329)
2023-11-30T00:00:00Z,629469,NA,1306 Loring Ave,Brooklyn,Kings,NY,11208,New York,City,36047121400,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2023-08-17T00:00:00Z,NA,Pipeline,Accord Power Inc,Yes,SolarEdge Technologies Ltd.,SE14.4KUS [208V],2,LG Electronics Inc.,LG395Q1C-A6,82,87453,32390,0,25912,0,0,0,0,0,0,32.39,37774,NA,Yes,No,40.66717426,-73.86348897,POINT (-73.86348897 40.66717426)
2023-11-30T00:00:00Z,613190,NA,521 41 St,Brooklyn,Kings,NY,11232,New York,City,36047008800,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2023-07-17T00:00:00Z,NA,Pipeline,"Brooklyn SolarWorks, LLC",No,SolarEdge Technologies Ltd.,SE11400H-US [208V],4,Hanwha Q CELLS,Q.PEAK DUO XL-G10.d 485,90,173824,61110,0,0,8730,0,0,0,0,0,43.65,52751,NA,Yes,No,40.64980783,-74.00429593,POINT (-74.00429593 40.64980783)
2023-11-30T00:00:00Z,629499,NA,1237 Stanley Ave,Brooklyn,Kings,NY,11208,New York,City,36047121400,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2023-08-18T00:00:00Z,NA,Pipeline,Accord Power Inc,Yes,SolarEdge Technologies Ltd.,SE14.4KUS [208V],2,LG Electronics Inc.,LG395Q1C-A6,95,101317.5,37525,0,30020,0,0,0,0,0,0,37.53,43762,NA,Yes,No,40.66641475,-73.86421852,POINT (-73.86421852 40.66641475)
2023-11-30T00:00:00Z,572753,NA,352 Beekman Ave,Bronx,Bronx,NY,10454,New York,City,36005003300,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2023-05-23T00:00:00Z,NA,Pipeline,Urban Energy Inc.,No,"Yotta Energy, Inc",DPI-208 [208V],6,YOTTA ENERGY INC,YSM-B540-10-72-1,23,41979.6,17388,0,0,2484,0,0,0,0,0,12.42,12868,NA,Yes,No,40.80895254,-73.91360747,POINT (-73.91360747 40.80895254)
2023-11-30T00:00:00Z,598453,NA,331 E 146 St,Bronx,Bronx,NY,10451,New York,City,36005006500,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2023-11-28T00:00:00Z,NA,Pipeline,Accord Power Inc,Yes,SolarEdge Technologies Ltd.,SE14.4KUS [208V],1,Hanwha Q CELLS,Q.PEAK DUO BLK-G10+ 365,54,85738.5,19710,0,15768,0,0,0,0,0,0,19.71,23193,NA,Yes,No,40.81558377,-73.92125931,POINT (-73.92125931 40.81558377)
2023-11-30T00:00:00Z,586409,NA,3215 Netherland Ave,Bronx,Bronx,NY,10463,New York,City,36005029700,Outside a NYS DAC,Outside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2023-09-21T00:00:00Z,NA,Pipeline,Urban Energy Inc.,No,"Yotta Energy, Inc",DPI-208 [208V],31,YOTTA ENERGY INC,YSM-B540-10-72-1,124,207576,80352,0,0,13392,0,0,0,0,0,66.96,75501,NA,Yes,No,40.88401801,-73.91167574,POINT (-73.91167574 40.88401801)
2023-11-30T00:00:00Z,594897,NA,652 Cary Ave,Staten Island,Richmond,NY,10310,New York,City,36085012500,Inside a NYS DAC,Outside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2023-05-12T00:00:00Z,NA,Pipeline,Amergy Solar Inc.,No,Chint Power Systems America,CPS SCA25KTL-DO/US-208 [208V],3,"LONGi Green Energy Technology Co., Ltd.",LR4-72HPH-445M,200,356000,114365,0,0,0,0,0,0,7565,0,89,103747,NA,Yes,No,40.63180145,-74.12332319,POINT (-74.12332319 40.63180145)
2023-11-30T00:00:00Z,629036,NA,2676 Linden Blvd,Brooklyn,Kings,NY,11208,New York,City,36047121400,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2023-08-14T00:00:00Z,NA,Pipeline,Accord Power Inc,Yes,SolarEdge Technologies Ltd.,SE9KUS [208V],2,LG Electronics Inc.,LG395Q1C-A6,93,99184.5,36735,0,29388,0,0,0,0,0,0,36.74,43339,NA,Yes,No,40.66847192,-73.86564664,POINT (-73.86564664 40.66847192)
2023-11-30T00:00:00Z,614629,NA,750 Bryant Ave,Bronx,Bronx,NY,10474,New York,City,36005011700,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2023-11-28T00:00:00Z,NA,Pipeline,Accord Power Inc,Yes,SolarEdge Technologies Ltd.,SE17.3KUS [208V],2,Hanwha Q CELLS,Q.PEAK DUO BLK-G10+ 365,142,138024,51830,0,41464,0,0,0,0,0,0,51.83,58855,NA,Yes,No,40.816207,-73.88584079,POINT (-73.88584079 40.816207)
2023-11-30T00:00:00Z,594059,NA,2701 Ocean Ave,Brooklyn,Kings,NY,11229,New York,City,36047059401,Outside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2023-05-12T00:00:00Z,NA,Pipeline,EVERGREEN ENERGY,No,SolarEdge Technologies Ltd.,SE9KUS [208V],2,Hanwha Q CELLS,Q.PEAK DUO XL-G10.2 475,156,252866.25,93920,0,0,0,0,0,0,5000,0,74.1,95141,NA,Yes,No,40.59560375,-73.95046843,POINT (-73.95046843 40.59560375)
2023-11-30T00:00:00Z,587843,NA,1710 4th St,Brooklyn,Kings,NY,11223,New York,City,36047042400,Outside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2023-06-13T00:00:00Z,NA,Pipeline,Urban Energy Inc.,No,"Yotta Energy, Inc",DPI-208 [208V],25,YOTTA ENERGY INC,YSM-B540-10-72-1,97,162378,73332,0,0,10476,0,0,0,0,0,52.38,59161,NA,Yes,No,40.60586802,-73.97739086,POINT (-73.97739086 40.60586802)
2023-11-30T00:00:00Z,572973,NA,607 E 139 St,Bronx,Bronx,NY,10454,New York,City,36005002702,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2023-05-17T00:00:00Z,NA,Pipeline,Urban Energy Inc.,No,"Yotta Energy, Inc",DPI-208 [208V],10,YOTTA ENERGY INC,YSM-B540-10-72-1,37,67532.4,27972,0,0,3996,0,0,0,0,0,19.98,21603,NA,Yes,No,40.80683246,-73.91516287,POINT (-73.91516287 40.80683246)
2023-11-30T00:00:00Z,591920,NA,824 E 161 St,Bronx,Bronx,NY,10459,New York,City,36005007700,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2023-11-28T00:00:00Z,NA,Pipeline,Accord Power Inc,Yes,SolarEdge Technologies Ltd.,SE14.4KUS [208V],1,Hanwha Q CELLS,Q.PEAK DUO BLK-G10+ 365,54,71820,19710,0,15768,0,0,0,0,0,0,19.71,20940,NA,Yes,No,40.8205627,-73.90200737,POINT (-73.90200737 40.8205627)
2023-11-30T00:00:00Z,629205,NA,1307 Loring Ave,Brooklyn,Kings,NY,11208,New York,City,36047121400,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2023-08-16T00:00:00Z,NA,Pipeline,Accord Power Inc,Yes,SolarEdge Technologies Ltd.,SE17.3KUS [208V],2,LG Electronics Inc.,LG395Q1C-A6,113,120514.5,44635,0,35708,0,0,0,0,0,0,44.63,50844,NA,Yes,No,40.66815456,-73.8631602,POINT (-73.8631602 40.66815456)
2023-11-30T00:00:00Z,629180,NA,1259 Loring Ave,Brooklyn,Kings,NY,11208,New York,City,36047121400,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2023-08-15T00:00:00Z,NA,Pipeline,Accord Power Inc,Yes,SolarEdge Technologies Ltd.,SE17.3KUS [208V],2,LG Electronics Inc.,LG395Q1C-A6,122,130113,48190,0,38552,0,0,0,0,0,0,48.19,54893,NA,Yes,No,40.66789755,-73.8649406,POINT (-73.8649406 40.66789755)
2023-11-30T00:00:00Z,574868,NA,362 Cypress Ave,Bronx,Bronx,NY,10454,New York,City,36005003300,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2023-06-07T00:00:00Z,NA,Pipeline,Urban Energy Inc.,No,"Yotta Energy, Inc",DPI-208 [208V],14,YOTTA ENERGY INC,YSM-B540-10-72-1,56,102096.2,42336,0,0,6048,0,0,0,0,0,30.24,33732,NA,Yes,No,40.80860062,-73.91278592,POINT (-73.91278592 40.80860062)
2023-11-30T00:00:00Z,614685,NA,914 Simpson St,Bronx,Bronx,NY,10459,New York,City,36005008900,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2023-11-28T00:00:00Z,NA,Pipeline,Accord Power Inc,Yes,SolarEdge Technologies Ltd.,SE14.4KUS [208V],3,Hanwha Q CELLS,Q.PEAK DUO BLK-G10.a+ 365,204,319464,74460,0,59568,0,0,0,0,0,0,74.46,80905,NA,Yes,No,40.82016607,-73.8934091,POINT (-73.8934091 40.82016607)
2023-11-30T00:00:00Z,629140,NA,1209 Loring Ave,Brooklyn,Kings,NY,11208,New York,City,36047121400,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2023-08-15T00:00:00Z,NA,Pipeline,Accord Power Inc,Yes,SolarEdge Technologies Ltd.,SE17.3KUS [208V],2,LG Electronics Inc.,LG395Q1C-A6,110,117315,43450,0,34760,0,0,0,0,0,0,43.45,49494,NA,Yes,No,40.6675778,-73.86741524,POINT (-73.86741524 40.6675778)
2023-11-30T00:00:00Z,629509,NA,2700 Linden Blvd,Brooklyn,Kings,NY,11208,New York,City,36047121400,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2023-09-08T00:00:00Z,NA,Pipeline,Accord Power Inc,Yes,SolarEdge Technologies Ltd.,SE17.3KUS [208V],1,LG Electronics Inc.,LG395Q1C-A6,65,69322.5,25675,0,20540,0,0,0,0,0,0,25.67,25765,NA,Yes,No,40.66872109,-73.86463766,POINT (-73.86463766 40.66872109)
2023-11-30T00:00:00Z,628556,NA,60- 64 54 Pl,Maspeth,Queens,NY,11378,New York,City,36081053500,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2023-11-03T00:00:00Z,NA,Pipeline,Kamtech Restoration Corp,No,SMA America,STP 50-US-41 [480V],3,SunPower,SPR-M460-COM,415,1090200,229080,0,0,38180,0,0,0,0,0,190.9,210001,NA,Yes,No,40.71421511,-73.91105875,POINT (-73.91105875 40.71421511)
2023-11-30T00:00:00Z,629254,NA,1260 Loring Ave,Brooklyn,Kings,NY,11208,New York,City,36047121400,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2023-08-17T00:00:00Z,NA,Pipeline,Accord Power Inc,Yes,SolarEdge Technologies Ltd.,SE14.4KUS [208V],2,LG Electronics Inc.,LG395Q1C-A6,95,101317.5,37525,0,30020,0,0,0,0,0,0,37.53,43762,NA,Yes,No,40.6669072,-73.864789149999993,POINT (-73.86478915 40.6669072)
2023-11-30T00:00:00Z,557760,NA,1959 Richmond Ter,Staten Island,Richmond,NY,10302,New York,City,36085020700,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2023-02-02T00:00:00Z,NA,Pipeline,Amergy Solar Inc.,No,Chint Power Systems America,CPS SCA25KTL-DO/US-208 [208V],11,"Shanghai Aerospace Automobile Electromechanical Co., Ltd.",HT72-18X-545,770,1678600,503580,0,0,83930,0,0,0,0,0,419.65,479148,NA,Yes,No,40.63896064,-74.12833198,POINT (-74.12833198 40.63896064)
2023-11-30T00:00:00Z,572656,NA,576 Saint Marys St,Bronx,Bronx,NY,10454,New York,City,36005003300,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2023-05-23T00:00:00Z,NA,Pipeline,Urban Energy Inc.,No,"Yotta Energy, Inc",DPI-208 [208V],6,"CSI Solar Co., Ltd.",CS3W-450MS,23,31488.2,14490,0,0,2070,0,0,0,0,0,10.35,11049,NA,Yes,No,40.81026812,-73.91478498,POINT (-73.91478498 40.81026812)
2023-11-30T00:00:00Z,572884,NA,625 E 141 St,Bronx,Bronx,NY,10454,New York,City,36005003300,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2023-05-15T00:00:00Z,NA,Pipeline,Urban Energy Inc.,No,"Yotta Energy, Inc",DPI-208 [208V],9,YOTTA ENERGY INC,YSM-B540-10-72-1,36,65707.2,27216,0,0,3888,0,0,0,0,0,19.44,16847,NA,Yes,No,40.80790334,-73.91375727,POINT (-73.91375727 40.80790334)
2023-11-30T00:00:00Z,584060,NA,72-2 S Astoria Blvd S,East Elmhurst,Queens,NY,11370,New York,City,36081029900,Outside a NYS DAC,Outside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2023-06-09T00:00:00Z,NA,Pipeline,Urban Energy Inc.,No,"Yotta Energy, Inc",DPI-208 [208V],22,YOTTA ENERGY INC,YSM-B540-10-72-1,85,118422,64260,0,0,9180,0,0,0,0,0,45.9,55098,NA,Yes,No,40.76638237,-73.89604575,POINT (-73.89604575 40.76638237)
2023-11-30T00:00:00Z,572802,NA,324 Powers Ave,Bronx,Bronx,NY,10454,New York,City,36005003300,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2023-05-22T00:00:00Z,NA,Pipeline,Urban Energy Inc.,No,"Yotta Energy, Inc",DPI-208 [208V],15,YOTTA ENERGY INC,YSM-B540-10-72-1,60,109512,45360,0,0,6480,0,0,0,0,0,32.4,35210,NA,Yes,No,40.80744334,-73.91230015,POINT (-73.91230015 40.80744334)
2023-11-30T00:00:00Z,629061,NA,2724 Linden Blvd,Brooklyn,Kings,NY,11208,New York,City,36047121400,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2023-08-15T00:00:00Z,NA,Pipeline,Accord Power Inc,Yes,SolarEdge Technologies Ltd.,SE9KUS [208V],2,LG Electronics Inc.,LG395Q1C-A6,97,103450.5,38315,0,30652,0,0,0,0,0,0,38.31,44684,NA,Yes,No,40.66870937,-73.86386842,POINT (-73.86386842 40.66870937)
2023-11-30T00:00:00Z,579325,NA,570 44 St,Brooklyn,Kings,NY,11220,New York,City,36047009600,Outside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2023-04-05T00:00:00Z,2023-09-05T00:00:00Z,Complete,"Brooklyn SolarWorks, LLC",No,SolarEdge Technologies Ltd.,SE11400H-US [240V],3,Hanwha Q CELLS,Q.PEAK DUO XL-G10.d 485,62,132903,42098,0,0,6014,0,0,0,0,0,30.07,32162,NA,Yes,No,40.64733791,-74.00516735,POINT (-74.00516735 40.64733791)
2023-11-30T00:00:00Z,614663,NA,770 Bryant Ave,Bronx,Bronx,NY,10474,New York,City,36005011700,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2023-11-28T00:00:00Z,NA,Pipeline,Accord Power Inc,Yes,SolarEdge Technologies Ltd.,SE14.4KUS [208V],2,Hanwha Q CELLS,Q.PEAK DUO BLK-G10+ 365,134,130248,48910,0,39128,0,0,0,0,0,0,48.91,54797,NA,Yes,No,40.81665437,-73.88596114,POINT (-73.88596114 40.81665437)
2023-11-30T00:00:00Z,603784,NA,610 Exterior St,Bronx,Bronx,NY,10451,New York,City,36005006300,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2023-06-14T00:00:00Z,NA,Pipeline,Accord Power Inc,Yes,SolarEdge Technologies Ltd.,SE120KUS [480V],6,Hyperion Solar,HY-DH144P8-540,1647,2001105,1067256,0,0,177876,0,0,0,0,0,889.38,1074806,NA,Yes,No,40.82199906,-73.93062005,POINT (-73.93062005 40.82199906)
2023-11-30T00:00:00Z,586612,NA,46 W 83 St,New York,New York,NY,10024,New York,City,36061016900,Outside a NYS DAC,Outside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2023-05-03T00:00:00Z,NA,Pipeline,Urban Energy Inc.,No,"Yotta Energy, Inc",DPI-208 [208V],19,YOTTA ENERGY INC,YSM-B540-10-72-1,75,125550,56700,0,0,8100,0,0,0,0,0,40.5,48944,NA,Yes,No,40.78402684,-73.97262842,POINT (-73.97262842 40.78402684)
2023-11-30T00:00:00Z,625974,NA,2628 Linden Blvd,Brooklyn,Kings,NY,11208,New York,City,36047121400,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2023-08-14T00:00:00Z,NA,Pipeline,Accord Power Inc,Yes,SolarEdge Technologies Ltd.,SE14.4KUS [208V],2,LG Electronics Inc.,LG395Q1C-A6,92,98118,36340,0,29072,0,0,0,0,0,0,36.34,42873,NA,Yes,No,40.66817903,-73.86745297,POINT (-73.86745297 40.66817903)
2023-11-30T00:00:00Z,572907,NA,592 E 141 St,Bronx,Bronx,NY,10454,New York,City,36005002702,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2023-05-18T00:00:00Z,NA,Pipeline,Urban Energy Inc.,No,"Yotta Energy, Inc",DPI-208 [208V],14,YOTTA ENERGY INC,YSM-B540-10-72-1,54,98569.8,40824,0,0,5832,0,0,0,0,0,29.16,28895,NA,Yes,No,40.80816363,-73.91504147,POINT (-73.91504147 40.80816363)
2023-11-30T00:00:00Z,572954,NA,283 Cypress Ave,Bronx,Bronx,NY,10454,New York,City,36005002702,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2023-05-17T00:00:00Z,NA,Pipeline,Urban Energy Inc.,No,"Yotta Energy, Inc",DPI-208 [208V],19,YOTTA ENERGY INC,YSM-B540-10-72-1,75,136890,56700,0,0,8100,0,0,0,0,0,40.5,44733,NA,Yes,No,40.80683997,-73.91397598,POINT (-73.91397598 40.80683997)
2023-11-30T00:00:00Z,573001,NA,593 E 141 St,Bronx,Bronx,NY,10454,New York,City,36005003300,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2023-05-16T00:00:00Z,NA,Pipeline,Urban Energy Inc.,No,"Yotta Energy, Inc",DPI-208 [208V],21,YOTTA ENERGY INC,YSM-B540-10-72-1,83,90954.96,62748,0,0,8964,0,0,0,0,0,44.82,44597,NA,Yes,No,40.80835615,-73.91482086,POINT (-73.91482086 40.80835615)
2023-11-30T00:00:00Z,572783,NA,328 Beekman Ave,Bronx,Bronx,NY,10454,New York,City,36005003300,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2023-05-22T00:00:00Z,NA,Pipeline,Urban Energy Inc.,No,"Yotta Energy, Inc",DPI-208 [208V],11,YOTTA ENERGY INC,YSM-B540-10-72-1,43,78483.6,32508,0,0,4644,0,0,0,0,0,23.22,24058,NA,Yes,No,40.80833483,-73.91402863,POINT (-73.91402863 40.80833483)
2023-11-30T00:00:00Z,616169,NA,39-34 43rd St,Sunnyside,Queens,NY,11104,New York,City,36081017100,Outside a NYS DAC,Outside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,2023-07-18T00:00:00Z,NA,Pipeline,G&S Solar (dba for G&S Operations LLC),No,SolarEdge Technologies Ltd.,SE50KUS [208V],8,WAAREE ENERGIES LIMITED,Bi-57-540,918,1041012,594864,0,0,99144,0,0,0,0,0,495.72,595060,NA,Yes,No,40.74875231,-73.92049047,POINT (-73.92049047 40.74875231)
2023-11-30T00:00:00Z,593798,NA,220 E 197 St,Bronx,Bronx,NY,10458,New York,City,36005040302,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2023-05-24T00:00:00Z,NA,Pipeline,Accord Power Inc,Yes,SolarEdge Technologies Ltd.,SE50KUS [208V],1,"LONGi Green Energy Technology Co., Ltd.",LR4-72HBD-445M,125,152968.75,111250,0,44500,0,0,0,0,0,0,55.63,62167,NA,Yes,No,40.86894844,-73.89121392,POINT (-73.89121392 40.86894844)
2023-11-30T00:00:00Z,629004,NA,2630 Linden Blvd,Brooklyn,Kings,NY,11208,New York,City,36047121400,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2023-08-14T00:00:00Z,NA,Pipeline,Accord Power Inc,Yes,SolarEdge Technologies Ltd.,SE9KUS [208V],2,LG Electronics Inc.,LG395Q1C-A6,95,101317.5,37525,0,30020,0,0,0,0,0,0,37.53,43762,NA,Yes,No,40.66820532,-73.86697449,POINT (-73.86697449 40.66820532)
