bin,address,heightroof,zonedist1,ratio_residfar,histdist,ElcPrd_MWh,ownername,zipcode,bct2020,agent_name,head_name,officer_name,manager_name,owner_add,agent_add,head_add,officer_add,owner_cat,r_bldgtype,residential,bbl,f_lowroof,f_mzone,f_lowres,f_hd,f_mulbldg,f_disad,f_ll97,f_solrad,f_nys_dac,elcprd_MWh,index
3397357,264 WEBSTER AVENUE,123.0,R7A,0.875,NA,90.0691559687,HORIZON STERLING LLC,11230,3048200,KRISTIAN MUNDIJA,RANDY SULZER,NA,KRISTIAN MUNDIJA,254 WEST 31ST STREET  New York NY 10001,254 WEST 31ST STREET  New York NY 10001,254 WEST 31ST STREET 6 FLOO New York NY 10001,NA,Unknown (likely private),condo,1,3054217501,2,0,0,0,0,1,2,0,0,90.0691559687,5
3029651,225 EASTERN PARKWAY,72.0,R7A,0.87,NA,164.071347814,THE TRAYMORE CONDOMINUM,11238,3021700,AVERY FELDMAN,MAREA ADAMS,ALANNA STRONG,ROLANDO CORDERO,50 WEST 17TH ST  New York NY 10011,50 WEST 17TH ST  New York NY 10011,50 WEST 17TH ST  New York NY 10011,50 WEST 17TH STREET  New York NY 10011,Unknown (likely private),condo,1,3011817502,0,0,0,0,0,0,2,1,1,164.071347814,4
3022136,357 9 STREET,111.0,R6A,1.7433333333333334,NA,50.978075546,NA,11215,3013700,ROSE MILORD,ROSE MILORD,DORDY JOURDAIN,SHAKILA MONK,357 9TH STREET  Brooklyn NY 11215,5 WEST 63RD STREET  NEW YORK NY 10023,357 9TH STREET  Brooklyn NY 11215,357 9TH STREET  Brooklyn NY 11215,Tax-exempt property,not residential,0,3010057502,2,0,1,0,0,0,2,0,0,50.978075546,5
3403261,1709 ST MARKS AVENUE,28.0,M1-1,Inf,NA,171.520019326,1760 EASTERN LLC,11233,3036502,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3014550070,2,1,0,0,1,1,2,1,1,171.520019326,9
3000094,200 WATER STREET,59.6,M1-4/R7A,0.74,NA,37.2272997584,NA,11201,3002100,JEFF BEAUGE,WILLIAM ULLMAN,BARRY LEIPSIC,MARVIN KHAN,109-15 14 AVENUE  College Point NY 11356,109-15 14 AVENUE  College Point NY 11356,109-15 14 AVENUE 4B College Point NY 11356,109-15 14TH AVENUE  College Point NY 11356,Unknown (likely private),condo,1,3000417502,0,1,0,0,0,0,2,0,0,37.2272997584,3
3063997,230 EAGLE STREET,23.0,M3-1,Inf,NA,121.728824315,"259 FREEMAN, LLC",11222,3057901,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3025060019,2,1,0,0,0,1,0,1,1,121.728824315,6
3331658,901 DREW STREET,64.84,R6,0.6666666666666666,NA,263.496008276,SPRING CREEK GARDENS CONDOMINUM,11208,3122000,DANIEL DURANTE,FRANCINE KELLMAN,ROBERT VACCARELLO,DANIEL DURANTE,641 LEXINGTON AVENUE 15TH F New York NY 10022,902 DREW STREET MNGNT Brooklyn NY 11208,641 LEXINGTON AVENUE 15TH F New York NY 10022,1619 THIRD AVE 1ST FL New York NY 10128,Unknown (likely private),not residential,0,3045167501,0,0,1,0,2,1,0,1,1,263.496008276,6
3403492,71 SMITH STREET,210.0,C6-1,3.549418604651163,NA,72.6241266572,NA,11201,3004300,JOEL DAVIS,JOEL DAVIS,CHRISTOPHER ALKER,NA,99 PARK AVENUE 14TH F New York NY 10016,99 PARK AVENUE 14TH F New York NY 10016,99 PARK AVENUE 14TH F New York NY 10016,99 PARK AVENUE 14TH F New York NY 10016,Unknown (likely private),not residential,0,3001707501,2,0,0,0,0,0,2,0,0,72.6241266572,4
3251011,44 BUTLER PLACE,76.0,R8X,0.4136212624584718,NA,99.2940207737,BUTLER PLAZA CONDO,11238,3020700,MARK LEVINE,TONY WHITE,MARK LEVINE,MARK LEVINE,501 SURF AVE  Brooklyn NY 11224,501 SURF AVE  Brooklyn NY 11224,501 SURF AVE  Brooklyn NY 11224,501 SURF AVE  Brooklyn NY 11224,Unknown (likely private),condo,1,3011717501,0,0,0,0,0,0,2,0,0,99.2940207737,2
3391591,626 SUTTER AVENUE,80.0,C4-3,1.2386831275720163,NA,159.060984907,GRANVILLE PAYNE CONDOMINIUM,11207,3115600,CHRISTINA PIMENTEL,GINNY QUIROZ,GINNY QUIROZ,CHRISTINA PIMENTEL,87-14 116TH STREET  Richmond Hill NY 11418,87-14 116TH ST  RICHMOND NY 11418,87-14 116TH STREET  Richmond Hill NY 11418,87-14 116TH STREET  Richmond Hill NY 11418,Unknown (likely private),not residential,0,3037717501,0,0,0,0,0,1,2,1,1,159.060984907,5
3424007,2895 BEDFORD AVENUE,NA,R6,0.6131687242798354,NA,228.400298767,BROOKLYN COLLEGE,11210,3077200,NA,NA,NA,NA,NA,NA,NA,NA,"State, federal, or public authority",not residential,0,3075560150,0,0,1,0,2,0,2,1,0,228.400298767,6
3423979,2570 FLATBUSH AVENUE,30.0,C8-1,Inf,NA,474.202919618,"BROOKLYN FLATBUSH AVENUE, LLC",11234,3066200,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3085900031,0,0,0,0,0,0,2,2,0,474.202919618,4
3426960,3045 WEST 22 STREET,NA,R7D,0,NA,430.803605896,NYC DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,11224,3035200,NA,NA,NA,NA,NA,NA,NA,NA,City-owned,not residential,0,3070710142,0,0,0,0,1,1,0,2,1,430.803605896,5
3396776,7 DEKALB AVENUE,106.725145,C6-4.5,1.004,NA,59.7899114584,NYC HOUSING PRESERVATION AND DEVELOPMENT,11201,3001502,NA,NA,NA,NA,NA,NA,NA,NA,City-owned,not residential,0,3001497501,2,0,0,0,2,0,2,0,1,59.7899114584,7
3396269,313 ST MARKS AVENUE,55.0,R6B,1.52,NA,124.242782467,317 ST. MARKS OWNER LLC,11238,3020500,MOSES BERKOWITZ,MOSES BERKOWITZ,MOSES BERKOWITZ,ABE FRIEDMAN,101 BROADWAY  Brooklyn NY 11249,101 BROADWAY  Brooklyn NY 11249,101 BROADWAY  Brooklyn NY 11249,101 BROADWAY  Brooklyn NY 11249,Unknown (likely private),multiple unit,1,3011460046,0,0,1,0,0,0,2,1,0,124.242782467,4
3426518,810 FULTON STREET,NA,C6-3A,0.9069148936170214,NA,396.430473697,GREENPOINT-GOLDMAN CORP.,11238,3019900,WILSON ACOSTA,TODD RECHLER,RICHARD DRISCOLL,DERMOT KELLY,777 THIRD AVENUE 6TH FL New York NY 10017,777 THIRD AVENUE 6TH FL New York NY 10017,75 ROCKEFELLER PLAZA 1400 New York NY 10019,475 CLERMONT AVENUE  Brooklyn NY 11238,Unknown (likely private),not residential,0,3020097501,0,0,0,0,1,0,2,2,1,396.430473697,6
3070234,94 MASPETH AVENUE,69.0,R6A,1.0133333333333334,NA,100.304159645,NA,11211,3047700,MARIA PIETRZAK,ERIN COX,JAMIE DWYER,NA,210 EAST 23RD STREET 5FL New York NY 10010,210 EAST 23RD STREET 5FL New York NY 10010,210 EAST 23RD STREET 5FL New York NY 10010,210 EAST 23RD STREET 5FL New York NY 10010,Unknown (likely private),not residential,0,3029077501,0,0,1,0,0,0,2,1,0,100.304159645,4
3017415,259 21 STREET,66.0,R6B,1.41,NA,107.195198459,NA,11215,3014500,THOMAS SUSSEWELL,MARK KANG,NA,DMITRIY BASKIN,254 WEST 31ST STREET FLOOR New York NY 10001,254 WEST 31ST STREET FLOOR New York NY 10001,254 WEST 31ST STREET FLOOR New York NY 10001,NA,Unknown (likely private),not residential,0,3008917501,0,0,1,0,0,0,2,1,1,107.195198459,5
3391939,5923 STRICKLAND AVENUE,47.0,C3,3.02,NA,225.228475432,STRICKLAND WATERVIEW LLC,11234,3069800,SCOTT PODOLSKY,ALEX FORKOSH,SCOTT PODOLSKY,SCOTT PODOLSKY,400 BROOME STREET 11THFL NEW YORK NY 10013,400 BROOME STREET 11TH F NEW YORK NY 10013,400 BROOME ST 11FL NEW YORK NY 10013,400 BROOME STREET 11TH F New York NY 10013,Unknown (likely private),not residential,0,3084707501,0,0,0,0,0,0,2,1,0,225.228475432,3
3245817,35 WEST END AVENUE,51.0,R6,1.6419753086419753,NA,83.3085719547,NA,11235,3061200,MICHAEL GEYLIK,MICHAEL GEYLIK,YAKOV OSTROVSKY,MICHAEL GEYLIK,37 WEST END AVENUE  Brooklyn NY 11235,109 EAST 9 STREET GROUND C NY 10003,109 EAST 9 STREET GROUND New York NY 10003,37 WEST END AVENUE  Brooklyn NY 11235,Unknown (likely private),not residential,0,3087267501,0,0,1,0,0,0,2,0,0,83.3085719547,3
3397673,3165 EMMONS AVENUE,61.0,R5,1.3679999999999999,NA,123.188609343,NA,11235,3062200,SEMYON LEVIN,MILA SCHAEFFER,NA,SEMYON LEVIN,104 AVENUE O  Brooklyn NY 11204,104 AVENUE O  Brooklyn NY 11204,3165 EMMONS AVENUE 1G Brooklyn NY 11235,NA,Unknown (likely private),not residential,0,3088057501,0,0,1,0,0,1,2,1,1,123.188609343,6
3426891,344 BAY 41 STREET,NA,M3-1,Inf,NA,453.875776576,NYC DEPARTMENT OF SANITATION,11214,3030400,NA,NA,NA,NA,NA,NA,NA,NA,City-owned,not residential,0,3069430030,0,0,0,0,2,1,2,2,1,453.875776576,8
3404966,412 HERKIMER STREET,70.0,R6A,1.36,NA,34.3349705122,412 HERKIMER II LLC,11213,3027100,DAVID OBERLANDER,JOSEPH BANDA,NA,DAVID OBERLANDER,164 20 STREET 3A Brooklyn NY 11232,164 20TH STREET 3E Brooklyn NY 11232,164 20 STREET 3A Brooklyn NY 11232,NA,Unknown (likely private),multiple unit,1,3018710030,0,0,1,0,0,0,2,0,1,34.3349705122,4
3388495,970 KENT AVENUE,139.0,R7A,0.7625,NA,73.8911791953,NA,11205,3023500,HENRY HERNANDEZ,MARY MCBRIDE,CYNTHIA SOLOMON,ABNER FUENTES,9 EAST 38 STREET 6FL New York NY 10016,9 EAST 38TH STREET 6 FL NEW YORK NY 10016,9 EAST 38 STREET 6FL New York NY 10016,9 EAST 38 STREET 6FL New York NY 10016,Unknown (likely private),condo,1,3019257501,2,0,0,0,0,1,2,0,1,73.8911791953,6
3429174,865 ROGERS AVENUE,70.0,R6,0,NA,85.1008508901,865 ROGERS AVENUE REALTY LLC,11226,3082400,ADAM WOLF,ADAM WOLF,ADAM WOLF,COLIN SIMPSON,100 JERICHO QUADRANGLE 209 JERICHO NY 11763,865 ROGERS AVE  BKLYN NY 11226,100 JERICHO QUADRANGLE 209 JERICHO NY 11753,100 JERICHO QUADRANGLE  JERICHO NY 11753,Unknown (likely private),not residential,0,3051080011,0,0,1,0,0,0,0,0,1,85.1008508901,2
3387622,125 OCEANA DRIVE EAST,91.0,R7-1,0.7790697674418605,NA,82.5445442216,"BRIGHTON NINE, LLC",11235,3061002,JENNIFER OGMAN,GENIA BEKKER,KEITH WERNY,NA,125 OCEANA DRIVE EAST  Brooklyn NY 11235,575 FIFTH AVENUE 9TH FL New York NY 10017,40 OCEANA DRIVE OFC Brooklyn NY 11235,575 FIFTH AVENUE 9TH FL New York NY 10017,Unknown (likely private),condo,1,3087207509,0,0,0,0,2,0,2,0,0,82.5445442216,4
3426423,1634 CHURCH AVENUE,95.0,R7A,1.4175,NA,77.9219332696,1634 CHURCH AVE HOLDING LLC,11226,3051200,JUDY GOTTLIEB,JOEL GOTTLIEB,NA,MOSHE BERGER,84 KOSCIUZKO STREET  Brooklyn NY 11205,84 KOSCIUSZKO STREET  Brooklyn NY 11205,84 KOSCIUZKO STREET  Brooklyn NY 11205,NA,Unknown (likely private),not residential,0,3050977501,0,0,0,0,0,0,2,0,0,77.9219332696,2
3425939,695 6 AVENUE,50.0,R6B,1.12,NA,96.1887783166,NA,11215,3014700,ALBERT ARANBAEV,ALBERT ARANBAEV,NA,JOSEPH MASTOV,102-10 METROPOLITAN AVENUE  Forest Hills NY 11375,102-10 METROPOLITAN AVENUE 200 Hollis NY 11423,102-10 METROPOLITAN AVENUE 200 Forest Hills NY 11375,NA,Unknown (likely private),condo,1,3008927504,0,0,1,0,0,0,2,0,1,96.1887783166,4
3425971,415 RED HOOK LANE,210.0,C6-4.5,1.498,NA,8.20344787009,NA,11201,3003700,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3001547501,2,0,0,0,0,0,2,0,0,8.20344787009,4
3116719,61 MARTENSE STREET,65.45,R7A,0.83,NA,89.3002147394,61 MARTENSE STREET LLC,11226,3079602,DMITRIY BASKIN,MOSHE GREENZWEIG,NA,DMITRIY BASKIN,254 WEST 31ST STREET FLOOR New York NY 10001,254 WEST 31ST STREET FLOOR New York NY 10001,254 WEST 31ST STREET FLOOR New York NY 10001,NA,Unknown (likely private),condo,1,3050867501,0,0,0,0,0,0,2,0,0,89.3002147394,2
3058613,1 ROCKWELL PLACE,64.0,C6-4,0.16899999999999998,NA,70.7785851004,ONE ROCKWELL PL CONDOMINIUM,11201,3003300,STARRE MOSS,JO ANN WASSERMAN,LYGEIA GRACE,DREW NA,750 GRAND STREET 5S Brooklyn NY 11211,750 GRAND STREET 5S Brooklyn NY 11211,ONE ROCKWELL PLACE 2D Brooklyn NY 11217,ONE ROCKWELL PLACE 3E Brooklyn NY 11217,Unknown (likely private),not residential,0,3020957501,0,0,0,0,0,0,2,0,0,70.7785851004,2
3245105,3145 BRIGHTON 4 STREET,66.0,R7-1,1.5901162790697674,NA,139.554864627,3145 BRIGHTON 4TH OWNERS CORP,11235,3036002,ARTHUR WIENER,MEIR BOUSKILLA,ARTHUR WIENER,MUZAFFER TABARU,166 MONTAGUEST  BROOKLYN NY 11201,166 MONTAGUEST ST  BROOKLYN NY 11201,166 MONTAGUE STREET  BROOKLYN NY 11201,166 MONTAGUEST  BROOKLYN NY 11201,Unknown (likely private),not residential,0,3086907501,0,0,0,0,0,1,2,1,1,139.554864627,5
3097781,820 STANLEY AVENUE,16.94161756,R5,0.256,NA,146.588591839,"SOUTHERN BAPTIST CHURCH, INC.",11207,3111600,NA,NA,NA,NA,NA,NA,NA,NA,Tax-exempt property,not residential,0,3043810001,2,0,1,0,0,1,0,1,1,146.588591839,6
3035219,650 EMPIRE BOULEVARD,44.4,R7-1,0.8081395348837209,NA,82.7984864335,660 EMPIRE BLVD ASSOC,11213,3033100,ALEX WAGMAN,ALEX WAGMAN,NA,PATRICK SELMAN,104 SOUTH CENTRAL AVE #10 VALLEY STREAM NY 11580,1750 MONTGOMERY AVE BSM BRONX NY 10453,104 SOUTH CENTRAL AVE #10 VALLEY STREAM NY 11580,NA,Unknown (likely private),multiple unit,1,3013260035,0,0,0,0,0,1,2,0,0,82.7984864335,3
3119580,1184 FLATBUSH AVENUE,12.78,R7A,0.25,NA,157.038873402,1188 FLATBUSH LLC,11226,3051602,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3051860016,2,0,0,0,0,0,0,1,1,157.038873402,4
3002010,138 PIERREPONT STREET,87.53077658,C5-2A,0.37,NA,74.2918643359,NA,11201,3000900,ABBY MINTZ,GABRIEL PIZZI,ADAM REISMAN,BRIAN KENNEDY,7 PENNSYLVANIA PLAZA STE. 6 New York NY 10001,7 PENNSYLVANIA PLAZA STE. 6 New York NY 10001,7 PENNSYLVANIA PLAZA STE. 6 New York NY 10001,7 PENNSYLVANIA PLAZA STE. 6 New York NY 10001,Unknown (likely private),not residential,0,3002447502,0,0,0,0,0,0,2,0,0,74.2918643359,2
3253634,412 KINGS HIGHWAY,82.0,R7A,1.1,NA,48.8024349055,NA,11223,3041200,KASHEEM JONES,NICOLA VENDOLA,NA,KASHEEM CLARK,44 COURT STREET 1217 Brooklyn NY 11201,44 COURT STREET 1217 Brooklyn NY 11201,44 COURT STREET 1217 Brooklyn NY 11201,NA,Unknown (likely private),not residential,0,3066787501,0,0,0,0,0,1,2,0,0,48.8024349055,3
3156070,9902 3 AVENUE,58.71,R7A,0.8275,NA,214.395410572,9902 OWNERS CORP,11209,3005602,FRED ENRICO,FRED ENRICO,ANDREW HARNEY,SERGIO BEKTESHI,265 LEXINGTON AVE 1C NY NY 10016,265 LEXINGTON AVE 1C New York NY 10016,265 LEXINGTON AVE  NEW YORK NY 10016,9902 3RD AVE 4H BKLYN NY 11209,Unknown (likely private),coop,1,3061330025,0,0,0,0,0,0,2,1,0,214.395410572,3
3029652,255 EASTERN PARKWAY,72.0,R7A,0.7975,NA,183.457121257,WOODROW WILSON CONDOMINIUM,11238,3021700,JENNIFER OGMAN,STEPHEN MCCAIN,KEITH WERNY,NA,575 FIFTH AVENUE 9TH FL New York NY 10017,575 FIFTH AVENUE 9TH FL New York NY 10017,575 FIFTH AVENUE 9TH FL New York NY 10017,575 FIFTH AVENUE 9TH FL New York NY 10017,Unknown (likely private),not residential,0,3011817501,0,0,0,0,0,0,2,1,1,183.457121257,4
3387621,125 OCEANA DRIVE EAST,83.0,R7-1,0.7790697674418605,NA,78.4740638198,"BRIGHTON NINE, LLC",11235,3061002,JENNIFER OGMAN,GENNIA BEKKER,KEITH WERNY,NA,135 OCEANA DRIVE EAST  Brooklyn NY 11235,575 FIFTH AVENUE 9TH FL New York NY 10017,40 OCEANA DRIVE OFC Brooklyn NY 11235,575 FIFTH AVENUE 9TH FL New York NY 10017,Unknown (likely private),condo,1,3087207509,0,0,0,0,2,0,2,0,0,78.4740638198,4
3000519,285 SCHERMERHORN STREET,77.31,C6-4,0.5429999999999999,NA,50.1126750816,NA,11217,3003700,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3001667501,0,0,0,0,0,0,2,0,0,50.1126750816,2
3000036,51 JAY STREET,65.01,M1-4/R8A,0.6877076411960132,NA,151.20818507,NA,11201,3002100,KRISTINA KSOKOLOWSKI,KRISTINA SOKOLOWSKI,CHRISTOPHER ALKER,KRISTINA SOKOLOWSKI,99 PARK AVENUE 14TH F New York NY 10016,99 PARK AVENUE 14TH F New York NY 10016,99 PARK AVENUE 14TH F New York NY 10016,99 PARK AVENUE 14TH F New York NY 10016,Unknown (likely private),condo,1,3000317504,0,1,0,0,0,0,2,1,0,151.20818507,4
3028207,235 ST MARKS AVENUE,38.53,R6B,0.925,NA,103.942451496,NA,11238,3020500,NA,NA,NA,NA,NA,NA,NA,NA,Tax-exempt property,not residential,0,3011457504,0,0,1,0,0,0,0,1,0,103.942451496,2
3084427,455 DUMONT AVENUE,15.05,M1-1,Inf,NA,123.725004141,217 JAMS LLC,11212,3091000,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3037800044,2,1,0,0,0,1,0,1,1,123.725004141,6
3324973,113 LEWIS AVENUE,124.5412829,R6,0.6337448559670782,NA,85.8215421794,NYC HOUSING AUTHORITY,11221,3028900,NA,NA,NA,NA,NA,NA,NA,NA,"State, federal, or public authority",multiple unit,1,3015980001,2,0,1,0,1,1,2,0,1,85.8215421794,8
3143190,6801 12 AVENUE,93.44,R4-1,2.2266666666666666,NA,180.259859789,NYC DEPARTMENT OF EDUCATION,11219,3019600,NA,NA,NA,NA,NA,NA,NA,NA,City-owned,not residential,0,3057740001,0,0,1,0,1,1,2,1,0,180.259859789,6
3423914,50 OCEANA DRIVE WEST,147.91691702,R7-1,1.4534883720930232,NA,63.6998218127,NA,11235,3061002,JENNIFER OGMAN,ANATOLY ZHELEZNYAK,KEITH WERNY,NA,50 OCEANA DRIVE EAST  Brooklyn NY 11235,575 FIFTH AVENUE 9TH FL New York NY 10017,50 OCEANA DRIVE WEST 5D BROOKLYN NY 10035,575 FIFTH AVENUE 9TH FL New York NY 10017,Unknown (likely private),not residential,0,3087207511,2,0,0,0,0,0,2,0,0,63.6998218127,4
3392439,120 NORTH 7 STREET,53.0,M1-2/R6B,1.06,NA,80.0904639032,BOARD OF MANAGERS OF SEVENBERRY CONDOMINIUM,11249,3055500,DION FOTOPOULOS,JAMES TOLENTINO,NA,ALFRED MATOSHI,47-09 30TH STREET SUITE Long Island City NY 11101,47-09 30TH STREET SUITE Long Island City NY 11101,47-09 30TH STREET SUITE Long Island City NY 11101,NA,Unknown (likely private),condo,1,3023267501,0,1,0,0,0,0,2,0,0,80.0904639032,3
3155318,9201 4 AVENUE,81.76321124,C8-2,Inf,NA,29.5277645191,9201 LLC,11209,3005800,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3061080022,0,0,0,0,0,0,2,0,0,29.5277645191,2
3098294,1400 PENNSYLVANIA AVENUE,44.49,R5,1.064,NA,468.32456637,NYC DEPARTMENT OF EDUCATION,11239,3105804,NA,NA,NA,NA,NA,NA,NA,NA,City-owned,not residential,0,3044520025,0,0,1,0,1,1,2,2,1,468.32456637,8
3425791,785 METROPOLITAN AVENUE,80.0,R7A,1.3225,NA,63.6029176006,NA,11211,3049700,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3027607502,0,0,0,0,0,0,2,0,0,63.6029176006,2
3229679,1432 ROCKAWAY PARKWAY,16.69,R5D,0.495,NA,129.971874114,"MICHALFAM HOLDINGS, LLC",11236,3096800,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3081840039,2,0,1,0,0,0,0,1,0,129.971874114,4
3147800,141 74 STREET,74.22863818,R4-1,6.239999999999999,NA,100.921976806,IMPERIAL PLAZA OWNERS INC,11209,3003600,SELMA LALICIC,PAUL JOHNSON,SELMA LALICIC,EDWIN DONIS,8027 THIRD AVE  Brooklyn NY 11209,8027 THIRD AVE  Brooklyn NY 11209,8027 THIRD AVE  Brooklyn NY 11209,8027 THIRD AVE  Brooklyn NY 11209,Unknown (likely private),coop,1,3059160062,0,0,1,0,0,0,2,1,0,100.921976806,4
3116207,2038 BEDFORD AVENUE,18.7,R7A,0.235,NA,304.934010689,RITA REALTY LLC,11226,3079602,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3050640053,2,0,0,0,0,0,2,1,0,304.934010689,5
3098299,1279 PENNSYLVANIA AVENUE,36.88,R5,1.768,NA,413.230264639,"BSC HOUSING COMPANY, INC.",11239,3105801,NA,NA,NA,NA,NA,NA,NA,NA,Tax-exempt property,not residential,0,3044520135,0,0,1,0,1,1,2,2,1,413.230264639,8
3065317,807 MANHATTAN AVENUE,74.78540725,C4-3A,1.0566666666666666,NA,103.571396976,NA,11222,3056100,BRAUCK WESLEY,DIMITRIOS MALLIAKAS,BRAUCK WESLEY,VISHAL DAN,440 9TH AVENUE 1500 New York NY 10001,440 9TH AVENUE 1500 New York NY 10001,440 9TH AVENUE 1500 New York NY 10001,440 9TH AVENUE 1500 New York NY 10001,Unknown (likely private),not residential,0,3025967501,0,0,0,0,0,0,2,1,1,103.571396976,4
3398702,291 UNION STREET,84.63920786,R6A,1.0133333333333334,NA,115.581024038,NA,11231,3006700,STEPHANIE KNIGHT,Andrew Gerber,NA,DAN STERN,254 WEST 31ST STREET 6 New York NY 10001,254 WEST 31ST STREET 6 New York NY 10001,254 west 31st street 6 New York NY 10001,NA,Unknown (likely private),not residential,0,3003397503,0,0,1,0,0,0,2,1,0,115.581024038,4
3115923,353 OCEAN AVENUE,65.0,R7A,0.94,NA,87.364167667,PROSPECT PARK EAST CONDOMINIUM,11226,3050803,WILLIAM FAVIRE,NIKE DELSOIN,WILLIAM FAVIRE,KHALED HASSAN,353 OCEAN AVENUE  BROOKLYN NY 11226,152 WEST 57TH STREET 12 FLO New York NY 10019,152 WEST 57TH STREET 12 FLO New York NY 10019,152 WEST 57TH STREET 12 FLO New York NY 10019,Unknown (likely private),not residential,0,3050547501,0,0,0,0,0,1,2,0,0,87.364167667,3
3157507,7000 BAY PARKWAY,67.89,R5,3.928,NA,141.755658607,SVETLANA MANISCALW,11204,3025800,ISAAC MENCZER,LIDIA ZHIVISTA,ESTHER WASSERMAN,ISAAC MENCZER,309 RUTLEDGE ST 3E Brooklyn NY 11211,309 RUTLEDGE ST 3E Brooklyn NY 11211,7000 BAY PARKWAY 5D BROOKLYN NY 11204,315 RUTLEDGE ST  BKLYN NY 11211,Unknown (likely private),coop,1,3061750036,0,0,1,0,0,1,2,1,0,141.755658607,5
3343595,180 BETHEL LOOP,177.03,R5,1.256,NA,31.6290266339,"BSC HOUSING COMPANY, INC.",11239,3105801,SABRIN BASILE,DAVID SORISE,ANDREW KANE,BILL FOLEY,1390 PENNSYLVANIA AVENUE  BROOKLYN NY 11239,1390 PENNSYLVANIA AVE  BROOKLYN NY 11239,1390 PENNSYLVANIA AVE  BROOKLYN NY 11239,1390 PENNSYLVANIA AVE  BROOKLYN NY 11239,Tax-exempt property,multiple unit,1,3044520085,2,0,1,0,2,1,2,0,1,31.6290266339,9
3060114,575 BEDFORD AVENUE,63.5,R6,1.2345679012345678,NA,58.190195913,"575 BEDFORD AVE HOLDINGS, LLC",11211,3053500,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3021930001,0,0,1,0,0,1,2,0,1,58.190195913,5
3424740,80 WEST STREET,74.0,M1-2/R6A,0.8166666666666668,NA,36.926720578,NA,11222,3056500,ADAM LICHTENSTEIN,TIM STEVENS,NA,IBRAHIM DEMA,254 WEST 31ST STREET  New York NY 10001,254 WEST 31ST STREET  New York NY 10001,254 WEST 31ST STREET  New York NY 10001,NA,Unknown (likely private),condo,1,3025627501,0,1,0,0,0,0,2,0,1,36.926720578,4
3320628,501 SURF AVENUE,216.0,R6,0.8436213991769546,NA,78.8176281123,NA,11224,3035400,KATHERINE TSIGEL,PAVEL MOREFF,JOSEPH MEYNEKHDRUN,KATHERINE TSIGEL,601 SURF AVE  Brooklyn NY 11224,601 SURF AVE  Brooklyn NY 11224,601 SURF AVE  Brooklyn NY 11224,601 SURF AVE  Brooklyn NY 11224,Unknown (likely private),not residential,0,3072797501,2,0,1,0,2,0,2,0,0,78.8176281123,7
3397460,7608 BAY PARKWAY,70.0,R6,1.5432098765432098,NA,32.4298471537,NA,11214,3027200,MICHAEL LUO,ALEX NG,NA,TONGKAI ZHANG,7608 BAY PARKWAY 7F Brooklyn NY 11214,20 AVENUE T 1/FL Brooklyn NY 11223,7608 BAY PARKWAY 7F Brooklyn NY 11214,NA,Unknown (likely private),not residential,0,3062417502,0,0,1,0,0,1,2,0,0,32.4298471537,4
3421831,2100 BEDFORD AVENUE,80.0,R7A,0.985,NA,55.2732942319,NA,11226,3079602,NATALIE ROSARIO,NATALIE ROSARIO,CHRISTOPHER ALKER,NA,99 PARK AVENUE 14TH F New York NY 10016,99 PARK AVENUE 14TH F New York NY 10016,99 PARK AVENUE 14TH F New York NY 10016,99 PARK AVENUE 14TH F New York NY 10016,Unknown (likely private),condo,1,3050837503,0,0,0,0,0,0,2,0,0,55.2732942319,2
3414178,268 BAY RIDGE AVENUE,40.0,R5B,1.5703703703703704,NA,53.0885205252,NA,11220,3006800,LARRY ZHAO,LARRY ZHAO,LARRY ZHAO,NA,1521 70TH STREET B1 BROOKLYN NY 11228,1521 70 STREET B1 BROOKLYN NY 11228,1521 70TH STREET B1 BROOKLYN NY 11228,1521 70TH STREET B1 BROOKLYN NY 11228,Unknown (likely private),not residential,0,3058717501,0,0,1,0,0,1,0,0,1,53.0885205252,3
3324265,971 JEROME STREET,89.0,R5,0.744,NA,97.9518609936,FAIRFIELD CONDOMINIUM ASSOCIATES,11207,3107800,JOHN SANJURJO,JOHN SANJURJO,CHRISTOPHER ALKER,NA,99 PARK AVENUE 14 New York NY 10016,99 PARK AVENUE 14 New York NY 10016,99 PARK AVENUE 14 New York NY 10016,99 PARK AVENUE 14 New York NY 10016,Unknown (likely private),not residential,0,3044237501,0,0,1,0,2,0,0,0,1,97.9518609936,4
